pae_min	sample
28.12	WAGO1_abce-1_data
27.76	WAGO1_abce-1_data
28.19	WAGO1_abce-1_data
28.4	WAGO1_abce-1_data
27.51	WAGO1_abce-1_data
pae_min	sample
26.79	WAGO1_abcf-1_data
28.82	WAGO1_abcf-1_data
29.46	WAGO1_abcf-1_data
27.62	WAGO1_abcf-1_data
28.63	WAGO1_abcf-1_data
pae_min	sample
18.0	WAGO1_abcf-2_data
16.89	WAGO1_abcf-2_data
17.48	WAGO1_abcf-2_data
17.61	WAGO1_abcf-2_data
17.94	WAGO1_abcf-2_data
pae_min	sample
22.01	WAGO1_abcf-3_data
13.48	WAGO1_abcf-3_data
22.82	WAGO1_abcf-3_data
14.16	WAGO1_abcf-3_data
14.14	WAGO1_abcf-3_data
pae_min	sample
30.18	WAGO1_abch-1_data
28.58	WAGO1_abch-1_data
28.62	WAGO1_abch-1_data
29.46	WAGO1_abch-1_data
29.95	WAGO1_abch-1_data
pae_min	sample
28.48	WAGO1_abcx-1_data
28.62	WAGO1_abcx-1_data
28.52	WAGO1_abcx-1_data
30.4	WAGO1_abcx-1_data
28.79	WAGO1_abcx-1_data
pae_min	sample
28.57	WAGO1_abf-1_data
28.49	WAGO1_abf-1_data
26.58	WAGO1_abf-1_data
27.78	WAGO1_abf-1_data
27.48	WAGO1_abf-1_data
pae_min	sample
16.82	WAGO1_abf-2_data
16.01	WAGO1_abf-2_data
15.92	WAGO1_abf-2_data
16.24	WAGO1_abf-2_data
16.7	WAGO1_abf-2_data
pae_min	sample
27.6	WAGO1_abf-3_data
26.27	WAGO1_abf-3_data
28.68	WAGO1_abf-3_data
24.5	WAGO1_abf-3_data
25.97	WAGO1_abf-3_data
pae_min	sample
26.3	WAGO1_abf-4_data
26.1	WAGO1_abf-4_data
25.95	WAGO1_abf-4_data
25.22	WAGO1_abf-4_data
24.81	WAGO1_abf-4_data
pae_min	sample
9.92	WAGO1_abf-5_data
9.32	WAGO1_abf-5_data
9.29	WAGO1_abf-5_data
8.81	WAGO1_abf-5_data
9.43	WAGO1_abf-5_data
pae_min	sample
23.68	WAGO1_abf-6_data
22.0	WAGO1_abf-6_data
23.64	WAGO1_abf-6_data
22.15	WAGO1_abf-6_data
28.01	WAGO1_abf-6_data
pae_min	sample
29.64	WAGO1_abhd-11.1_data
28.87	WAGO1_abhd-11.1_data
29.24	WAGO1_abhd-11.1_data
27.5	WAGO1_abhd-11.1_data
29.36	WAGO1_abhd-11.1_data
pae_min	sample
29.03	WAGO1_abhd-11.2_data
29.02	WAGO1_abhd-11.2_data
28.8	WAGO1_abhd-11.2_data
25.99	WAGO1_abhd-11.2_data
28.4	WAGO1_abhd-11.2_data
pae_min	sample
27.8	WAGO1_abhd-12_data
25.45	WAGO1_abhd-12_data
30.35	WAGO1_abhd-12_data
29.34	WAGO1_abhd-12_data
27.7	WAGO1_abhd-12_data
pae_min	sample
27.78	WAGO1_abhd-14_data
27.31	WAGO1_abhd-14_data
27.71	WAGO1_abhd-14_data
26.21	WAGO1_abhd-14_data
26.64	WAGO1_abhd-14_data
pae_min	sample
10.53	WAGO1_abhd-3.1_data
10.37	WAGO1_abhd-3.1_data
10.92	WAGO1_abhd-3.1_data
11.08	WAGO1_abhd-3.1_data
10.68	WAGO1_abhd-3.1_data
pae_min	sample
28.62	WAGO1_abhd-3.2_data
29.16	WAGO1_abhd-3.2_data
27.89	WAGO1_abhd-3.2_data
30.37	WAGO1_abhd-3.2_data
28.93	WAGO1_abhd-3.2_data
pae_min	sample
16.36	WAGO1_abhd-5.1_data
16.26	WAGO1_abhd-5.1_data
15.87	WAGO1_abhd-5.1_data
15.55	WAGO1_abhd-5.1_data
15.56	WAGO1_abhd-5.1_data
pae_min	sample
25.97	WAGO1_abhd-5.2_data
24.82	WAGO1_abhd-5.2_data
29.48	WAGO1_abhd-5.2_data
25.97	WAGO1_abhd-5.2_data
24.29	WAGO1_abhd-5.2_data
pae_min	sample
19.47	WAGO1_abi-1_data
14.01	WAGO1_abi-1_data
15.83	WAGO1_abi-1_data
14.61	WAGO1_abi-1_data
15.38	WAGO1_abi-1_data
pae_min	sample
18.16	WAGO1_abl-1_data
20.6	WAGO1_abl-1_data
18.88	WAGO1_abl-1_data
22.05	WAGO1_abl-1_data
20.03	WAGO1_abl-1_data
pae_min	sample
27.54	WAGO1_abt-1_data
27.15	WAGO1_abt-1_data
28.43	WAGO1_abt-1_data
28.7	WAGO1_abt-1_data
28.8	WAGO1_abt-1_data
pae_min	sample
30.24	WAGO1_abts-1_data
22.2	WAGO1_abts-1_data
27.54	WAGO1_abts-1_data
24.01	WAGO1_abts-1_data
27.19	WAGO1_abts-1_data
pae_min	sample
27.49	WAGO1_abts-2_data
29.48	WAGO1_abts-2_data
28.99	WAGO1_abts-2_data
28.4	WAGO1_abts-2_data
28.9	WAGO1_abts-2_data
pae_min	sample
19.39	WAGO1_abts-3_data
22.64	WAGO1_abts-3_data
22.14	WAGO1_abts-3_data
23.19	WAGO1_abts-3_data
18.52	WAGO1_abts-3_data
pae_min	sample
29.12	WAGO1_abts-4_data
25.83	WAGO1_abts-4_data
27.39	WAGO1_abts-4_data
26.42	WAGO1_abts-4_data
25.1	WAGO1_abts-4_data
pae_min	sample
12.66	WAGO1_abu-10_data
12.73	WAGO1_abu-10_data
13.69	WAGO1_abu-10_data
12.5	WAGO1_abu-10_data
12.53	WAGO1_abu-10_data
pae_min	sample
21.75	WAGO1_abu-11_data
21.59	WAGO1_abu-11_data
21.82	WAGO1_abu-11_data
26.87	WAGO1_abu-11_data
23.35	WAGO1_abu-11_data
pae_min	sample
18.32	WAGO1_abu-12_data
19.44	WAGO1_abu-12_data
19.11	WAGO1_abu-12_data
19.48	WAGO1_abu-12_data
18.92	WAGO1_abu-12_data
pae_min	sample
20.66	WAGO1_abu-13_data
24.87	WAGO1_abu-13_data
26.77	WAGO1_abu-13_data
19.38	WAGO1_abu-13_data
21.73	WAGO1_abu-13_data
pae_min	sample
18.05	WAGO1_abu-14_data
17.63	WAGO1_abu-14_data
17.03	WAGO1_abu-14_data
20.34	WAGO1_abu-14_data
20.68	WAGO1_abu-14_data
pae_min	sample
16.15	WAGO1_abu-15_data
15.84	WAGO1_abu-15_data
24.18	WAGO1_abu-15_data
15.84	WAGO1_abu-15_data
16.58	WAGO1_abu-15_data
pae_min	sample
23.05	WAGO1_abu-1_data
23.2	WAGO1_abu-1_data
21.25	WAGO1_abu-1_data
23.13	WAGO1_abu-1_data
22.18	WAGO1_abu-1_data
pae_min	sample
21.33	WAGO1_abu-2_data
21.09	WAGO1_abu-2_data
23.33	WAGO1_abu-2_data
20.37	WAGO1_abu-2_data
20.96	WAGO1_abu-2_data
pae_min	sample
17.9	WAGO1_abu-4_data
21.79	WAGO1_abu-4_data
16.86	WAGO1_abu-4_data
21.42	WAGO1_abu-4_data
17.43	WAGO1_abu-4_data
pae_min	sample
21.16	WAGO1_abu-5_data
21.17	WAGO1_abu-5_data
21.96	WAGO1_abu-5_data
23.3	WAGO1_abu-5_data
24.09	WAGO1_abu-5_data
pae_min	sample
14.69	WAGO1_abu-6_data
13.89	WAGO1_abu-6_data
22.54	WAGO1_abu-6_data
14.43	WAGO1_abu-6_data
15.29	WAGO1_abu-6_data
pae_min	sample
20.57	WAGO1_abu-7_data
19.82	WAGO1_abu-7_data
20.26	WAGO1_abu-7_data
19.6	WAGO1_abu-7_data
19.58	WAGO1_abu-7_data
pae_min	sample
23.67	WAGO1_abu-8_data
17.77	WAGO1_abu-8_data
18.19	WAGO1_abu-8_data
17.62	WAGO1_abu-8_data
24.01	WAGO1_abu-8_data
pae_min	sample
22.78	WAGO1_AC3.12_data
24.41	WAGO1_AC3.12_data
23.3	WAGO1_AC3.12_data
23.22	WAGO1_AC3.12_data
26.75	WAGO1_AC3.12_data
pae_min	sample
26.92	WAGO1_AC3.5_data
26.99	WAGO1_AC3.5_data
27.19	WAGO1_AC3.5_data
25.55	WAGO1_AC3.5_data
23.88	WAGO1_AC3.5_data
pae_min	sample
18.19	WAGO1_AC7.3_data
20.06	WAGO1_AC7.3_data
19.88	WAGO1_AC7.3_data
18.74	WAGO1_AC7.3_data
19.12	WAGO1_AC7.3_data
pae_min	sample
26.86	WAGO1_AC8.10_data
28.66	WAGO1_AC8.10_data
28.67	WAGO1_AC8.10_data
28.98	WAGO1_AC8.10_data
29.11	WAGO1_AC8.10_data
pae_min	sample
18.11	WAGO1_AC8.11_data
16.03	WAGO1_AC8.11_data
16.62	WAGO1_AC8.11_data
16.31	WAGO1_AC8.11_data
16.87	WAGO1_AC8.11_data
pae_min	sample
18.68	WAGO1_AC8.3_data
21.8	WAGO1_AC8.3_data
18.07	WAGO1_AC8.3_data
22.45	WAGO1_AC8.3_data
17.25	WAGO1_AC8.3_data
pae_min	sample
27.31	WAGO1_acaa-2_data
27.32	WAGO1_acaa-2_data
27.89	WAGO1_acaa-2_data
27.1	WAGO1_acaa-2_data
27.1	WAGO1_acaa-2_data
pae_min	sample
18.25	WAGO1_acbp-1_data
16.61	WAGO1_acbp-1_data
16.07	WAGO1_acbp-1_data
26.05	WAGO1_acbp-1_data
17.1	WAGO1_acbp-1_data
pae_min	sample
24.83	WAGO1_acbp-3_data
12.33	WAGO1_acbp-3_data
12.93	WAGO1_acbp-3_data
12.89	WAGO1_acbp-3_data
11.98	WAGO1_acbp-3_data
pae_min	sample
29.1	WAGO1_acbp-4_data
15.49	WAGO1_acbp-4_data
16.44	WAGO1_acbp-4_data
18.1	WAGO1_acbp-4_data
15.96	WAGO1_acbp-4_data
pae_min	sample
6.51	WAGO1_acbp-5_data
7.09	WAGO1_acbp-5_data
6.7	WAGO1_acbp-5_data
6.59	WAGO1_acbp-5_data
6.83	WAGO1_acbp-5_data
pae_min	sample
26.82	WAGO1_acbp-6_data
19.18	WAGO1_acbp-6_data
19.28	WAGO1_acbp-6_data
20.6	WAGO1_acbp-6_data
17.94	WAGO1_acbp-6_data
pae_min	sample
21.13	WAGO1_acbp-7_data
28.32	WAGO1_acbp-7_data
26.84	WAGO1_acbp-7_data
22.3	WAGO1_acbp-7_data
19.91	WAGO1_acbp-7_data
pae_min	sample
11.11	WAGO1_acbp-8_data
10.31	WAGO1_acbp-8_data
21.22	WAGO1_acbp-8_data
15.02	WAGO1_acbp-8_data
10.4	WAGO1_acbp-8_data
pae_min	sample
21.91	WAGO1_acc-1_data
20.11	WAGO1_acc-1_data
19.41	WAGO1_acc-1_data
24.35	WAGO1_acc-1_data
20.9	WAGO1_acc-1_data
pae_min	sample
21.48	WAGO1_acc-2_data
22.42	WAGO1_acc-2_data
23.58	WAGO1_acc-2_data
28.84	WAGO1_acc-2_data
21.87	WAGO1_acc-2_data
pae_min	sample
22.05	WAGO1_acc-3_data
15.97	WAGO1_acc-3_data
15.76	WAGO1_acc-3_data
15.52	WAGO1_acc-3_data
21.2	WAGO1_acc-3_data
pae_min	sample
18.53	WAGO1_acc-4_data
20.05	WAGO1_acc-4_data
20.96	WAGO1_acc-4_data
18.26	WAGO1_acc-4_data
29.84	WAGO1_acc-4_data
pae_min	sample
16.7	WAGO1_acd-1_data
28.54	WAGO1_acd-1_data
25.35	WAGO1_acd-1_data
28.6	WAGO1_acd-1_data
16.99	WAGO1_acd-1_data
pae_min	sample
30.41	WAGO1_acd-2_data
29.31	WAGO1_acd-2_data
25.59	WAGO1_acd-2_data
30.18	WAGO1_acd-2_data
21.51	WAGO1_acd-2_data
pae_min	sample
29.49	WAGO1_acd-3_data
30.04	WAGO1_acd-3_data
30.07	WAGO1_acd-3_data
29.93	WAGO1_acd-3_data
30.58	WAGO1_acd-3_data
pae_min	sample
22.79	WAGO1_acd-4_data
24.8	WAGO1_acd-4_data
19.02	WAGO1_acd-4_data
19.44	WAGO1_acd-4_data
18.49	WAGO1_acd-4_data
pae_min	sample
24.98	WAGO1_acd-5_data
29.42	WAGO1_acd-5_data
29.46	WAGO1_acd-5_data
28.79	WAGO1_acd-5_data
29.5	WAGO1_acd-5_data
pae_min	sample
21.35	WAGO1_acdh-10_data
21.41	WAGO1_acdh-10_data
24.93	WAGO1_acdh-10_data
21.38	WAGO1_acdh-10_data
23.95	WAGO1_acdh-10_data
pae_min	sample
29.22	WAGO1_acdh-11_data
27.03	WAGO1_acdh-11_data
26.3	WAGO1_acdh-11_data
29.41	WAGO1_acdh-11_data
30.58	WAGO1_acdh-11_data
pae_min	sample
29.85	WAGO1_acdh-12_data
28.18	WAGO1_acdh-12_data
27.74	WAGO1_acdh-12_data
28.41	WAGO1_acdh-12_data
28.21	WAGO1_acdh-12_data
pae_min	sample
27.45	WAGO1_acdh-13_data
29.2	WAGO1_acdh-13_data
28.34	WAGO1_acdh-13_data
29.02	WAGO1_acdh-13_data
29.37	WAGO1_acdh-13_data
pae_min	sample
29.08	WAGO1_acdh-1_data
29.09	WAGO1_acdh-1_data
28.77	WAGO1_acdh-1_data
29.19	WAGO1_acdh-1_data
28.35	WAGO1_acdh-1_data
pae_min	sample
27.89	WAGO1_acdh-2_data
29.1	WAGO1_acdh-2_data
29.62	WAGO1_acdh-2_data
28.64	WAGO1_acdh-2_data
28.44	WAGO1_acdh-2_data
pae_min	sample
29.72	WAGO1_acdh-3_data
29.02	WAGO1_acdh-3_data
29.35	WAGO1_acdh-3_data
28.98	WAGO1_acdh-3_data
28.33	WAGO1_acdh-3_data
pae_min	sample
8.83	WAGO1_acdh-4_data
8.93	WAGO1_acdh-4_data
8.99	WAGO1_acdh-4_data
8.81	WAGO1_acdh-4_data
8.39	WAGO1_acdh-4_data
pae_min	sample
2.44	WAGO1_acdh-5_data
2.36	WAGO1_acdh-5_data
2.41	WAGO1_acdh-5_data
2.39	WAGO1_acdh-5_data
2.35	WAGO1_acdh-5_data
pae_min	sample
26.01	WAGO1_acdh-6_data
26.08	WAGO1_acdh-6_data
29.0	WAGO1_acdh-6_data
29.88	WAGO1_acdh-6_data
24.99	WAGO1_acdh-6_data
pae_min	sample
12.09	WAGO1_acdh-7_data
12.73	WAGO1_acdh-7_data
13.76	WAGO1_acdh-7_data
12.4	WAGO1_acdh-7_data
17.31	WAGO1_acdh-7_data
pae_min	sample
27.94	WAGO1_acdh-8_data
27.3	WAGO1_acdh-8_data
28.11	WAGO1_acdh-8_data
28.09	WAGO1_acdh-8_data
26.07	WAGO1_acdh-8_data
pae_min	sample
25.25	WAGO1_acdh-9_data
30.13	WAGO1_acdh-9_data
25.04	WAGO1_acdh-9_data
25.2	WAGO1_acdh-9_data
29.25	WAGO1_acdh-9_data
pae_min	sample
28.8	WAGO1_acds-10_data
26.92	WAGO1_acds-10_data
29.08	WAGO1_acds-10_data
29.63	WAGO1_acds-10_data
28.47	WAGO1_acds-10_data
pae_min	sample
23.61	WAGO1_ace-1_data
14.87	WAGO1_ace-1_data
16.34	WAGO1_ace-1_data
17.17	WAGO1_ace-1_data
22.47	WAGO1_ace-1_data
pae_min	sample
25.69	WAGO1_ace-2_data
26.68	WAGO1_ace-2_data
25.03	WAGO1_ace-2_data
17.34	WAGO1_ace-2_data
19.16	WAGO1_ace-2_data
pae_min	sample
28.36	WAGO1_ace-3_data
28.49	WAGO1_ace-3_data
28.09	WAGO1_ace-3_data
23.95	WAGO1_ace-3_data
29.53	WAGO1_ace-3_data
pae_min	sample
28.22	WAGO1_ace-4_data
27.99	WAGO1_ace-4_data
24.19	WAGO1_ace-4_data
23.35	WAGO1_ace-4_data
25.92	WAGO1_ace-4_data
pae_min	sample
25.78	WAGO1_acer-1_data
25.99	WAGO1_acer-1_data
23.67	WAGO1_acer-1_data
26.17	WAGO1_acer-1_data
28.85	WAGO1_acer-1_data
pae_min	sample
10.87	WAGO1_acin-1_data
10.18	WAGO1_acin-1_data
11.37	WAGO1_acin-1_data
11.26	WAGO1_acin-1_data
10.97	WAGO1_acin-1_data
pae_min	sample
27.93	WAGO1_acl-11_data
27.86	WAGO1_acl-11_data
27.61	WAGO1_acl-11_data
26.89	WAGO1_acl-11_data
26.69	WAGO1_acl-11_data
pae_min	sample
28.0	WAGO1_acl-12_data
21.71	WAGO1_acl-12_data
29.83	WAGO1_acl-12_data
27.05	WAGO1_acl-12_data
26.42	WAGO1_acl-12_data
pae_min	sample
27.91	WAGO1_acl-13_data
29.62	WAGO1_acl-13_data
28.77	WAGO1_acl-13_data
25.22	WAGO1_acl-13_data
27.91	WAGO1_acl-13_data
pae_min	sample
19.1	WAGO1_acl-14_data
18.73	WAGO1_acl-14_data
18.91	WAGO1_acl-14_data
20.66	WAGO1_acl-14_data
18.85	WAGO1_acl-14_data
pae_min	sample
29.43	WAGO1_acl-1_data
29.24	WAGO1_acl-1_data
27.76	WAGO1_acl-1_data
23.76	WAGO1_acl-1_data
25.45	WAGO1_acl-1_data
pae_min	sample
27.19	WAGO1_acl-2_data
25.37	WAGO1_acl-2_data
25.05	WAGO1_acl-2_data
24.66	WAGO1_acl-2_data
27.3	WAGO1_acl-2_data
pae_min	sample
29.68	WAGO1_acl-3_data
20.73	WAGO1_acl-3_data
20.39	WAGO1_acl-3_data
20.42	WAGO1_acl-3_data
24.59	WAGO1_acl-3_data
pae_min	sample
19.37	WAGO1_acl-4_data
21.81	WAGO1_acl-4_data
23.26	WAGO1_acl-4_data
18.6	WAGO1_acl-4_data
19.79	WAGO1_acl-4_data
pae_min	sample
14.66	WAGO1_acl-5_data
14.58	WAGO1_acl-5_data
26.66	WAGO1_acl-5_data
25.54	WAGO1_acl-5_data
14.33	WAGO1_acl-5_data
pae_min	sample
22.27	WAGO1_acl-6_data
21.96	WAGO1_acl-6_data
24.03	WAGO1_acl-6_data
22.08	WAGO1_acl-6_data
27.99	WAGO1_acl-6_data
pae_min	sample
23.9	WAGO1_acl-7_data
23.54	WAGO1_acl-7_data
24.66	WAGO1_acl-7_data
24.56	WAGO1_acl-7_data
25.65	WAGO1_acl-7_data
pae_min	sample
26.22	WAGO1_acl-8_data
25.47	WAGO1_acl-8_data
30.05	WAGO1_acl-8_data
25.48	WAGO1_acl-8_data
26.0	WAGO1_acl-8_data
pae_min	sample
27.33	WAGO1_acl-9_data
29.28	WAGO1_acl-9_data
28.37	WAGO1_acl-9_data
27.0	WAGO1_acl-9_data
28.29	WAGO1_acl-9_data
pae_min	sample
23.68	WAGO1_acly-1_data
24.41	WAGO1_acly-1_data
27.54	WAGO1_acly-1_data
24.54	WAGO1_acly-1_data
24.48	WAGO1_acly-1_data
pae_min	sample
20.42	WAGO1_acly-2_data
19.28	WAGO1_acly-2_data
19.4	WAGO1_acly-2_data
20.65	WAGO1_acly-2_data
20.67	WAGO1_acly-2_data
pae_min	sample
23.05	WAGO1_acn-1_data
26.04	WAGO1_acn-1_data
24.54	WAGO1_acn-1_data
21.22	WAGO1_acn-1_data
24.86	WAGO1_acn-1_data
pae_min	sample
29.65	WAGO1_aco-1_data
27.28	WAGO1_aco-1_data
27.52	WAGO1_aco-1_data
29.52	WAGO1_aco-1_data
27.29	WAGO1_aco-1_data
pae_min	sample
27.48	WAGO1_aco-2_data
26.32	WAGO1_aco-2_data
27.49	WAGO1_aco-2_data
27.89	WAGO1_aco-2_data
28.35	WAGO1_aco-2_data
pae_min	sample
18.48	WAGO1_acox-1.1_data
24.57	WAGO1_acox-1.1_data
24.81	WAGO1_acox-1.1_data
20.04	WAGO1_acox-1.1_data
19.84	WAGO1_acox-1.1_data
pae_min	sample
27.71	WAGO1_acox-1.2_data
29.4	WAGO1_acox-1.2_data
26.38	WAGO1_acox-1.2_data
21.53	WAGO1_acox-1.2_data
27.74	WAGO1_acox-1.2_data
pae_min	sample
27.17	WAGO1_acox-1.3_data
21.02	WAGO1_acox-1.3_data
20.32	WAGO1_acox-1.3_data
27.35	WAGO1_acox-1.3_data
20.84	WAGO1_acox-1.3_data
pae_min	sample
27.47	WAGO1_acox-1.4_data
21.01	WAGO1_acox-1.4_data
19.79	WAGO1_acox-1.4_data
26.8	WAGO1_acox-1.4_data
21.19	WAGO1_acox-1.4_data
pae_min	sample
29.41	WAGO1_acox-1.5_data
29.0	WAGO1_acox-1.5_data
29.42	WAGO1_acox-1.5_data
29.01	WAGO1_acox-1.5_data
29.48	WAGO1_acox-1.5_data
pae_min	sample
20.27	WAGO1_acox-1.6_data
20.27	WAGO1_acox-1.6_data
19.62	WAGO1_acox-1.6_data
20.7	WAGO1_acox-1.6_data
20.42	WAGO1_acox-1.6_data
pae_min	sample
28.85	WAGO1_acox-3_data
29.61	WAGO1_acox-3_data
27.17	WAGO1_acox-3_data
21.38	WAGO1_acox-3_data
25.96	WAGO1_acox-3_data
pae_min	sample
27.87	WAGO1_acp-1_data
28.91	WAGO1_acp-1_data
28.59	WAGO1_acp-1_data
27.61	WAGO1_acp-1_data
28.71	WAGO1_acp-1_data
pae_min	sample
25.05	WAGO1_acp-2_data
26.15	WAGO1_acp-2_data
24.8	WAGO1_acp-2_data
24.86	WAGO1_acp-2_data
27.92	WAGO1_acp-2_data
pae_min	sample
29.37	WAGO1_acp-3_data
29.25	WAGO1_acp-3_data
29.78	WAGO1_acp-3_data
