pae_min	sample
26.3	DISL2_B0280.9_data
25.8	DISL2_B0281.1_data
28.64	DISL2_B0281.1_data
26.73	DISL2_B0281.1_data
26.44	DISL2_B0281.1_data
26.58	DISL2_B0281.1_data
30.26	DISL2_B0281.3_data
27.43	DISL2_B0281.3_data
29.68	DISL2_B0281.3_data
28.05	DISL2_B0281.3_data
28.16	DISL2_B0281.3_data
22.43	DISL2_B0281.4_data
20.17	DISL2_B0281.4_data
23.8	DISL2_B0281.4_data
20.99	DISL2_B0281.4_data
20.47	DISL2_B0281.4_data
11.16	DISL2_B0281.5_data
11.64	DISL2_B0281.5_data
11.6	DISL2_B0281.5_data
12.08	DISL2_B0281.5_data
11.72	DISL2_B0281.5_data
17.26	DISL2_B0284.3_data
17.14	DISL2_B0284.3_data
17.84	DISL2_B0284.3_data
18.73	DISL2_B0284.3_data
17.76	DISL2_B0284.3_data
16.77	DISL2_B0285.3_data
12.42	DISL2_B0285.3_data
15.92	DISL2_B0285.3_data
12.16	DISL2_B0285.3_data
13.07	DISL2_B0285.3_data
9.75	DISL2_B0286.1_data
9.55	DISL2_B0286.1_data
10.87	DISL2_B0286.1_data
11.38	DISL2_B0286.1_data
9.56	DISL2_B0286.1_data
20.05	DISL2_B0294.1_data
17.78	DISL2_B0294.1_data
20.39	DISL2_B0294.1_data
20.73	DISL2_B0294.1_data
16.96	DISL2_B0294.1_data
27.39	DISL2_B0285.6_data
20.41	DISL2_B0285.6_data
20.64	DISL2_B0285.6_data
19.83	DISL2_B0285.6_data
22.76	DISL2_B0285.6_data
23.32	DISL2_B0294.3_data
27.2	DISL2_B0294.3_data
22.14	DISL2_B0294.3_data
26.52	DISL2_B0294.3_data
22.45	DISL2_B0294.3_data
20.19	DISL2_B0281.6_data
19.29	DISL2_B0281.6_data
20.39	DISL2_B0281.6_data
20.75	DISL2_B0281.6_data
20.67	DISL2_B0281.6_data
16.2	DISL2_B0302.2_data
18.64	DISL2_B0302.2_data
17.63	DISL2_B0302.2_data
18.49	DISL2_B0302.2_data
20.76	DISL2_B0302.2_data
16.6	DISL2_B0302.5_data
15.53	DISL2_B0302.5_data
16.31	DISL2_B0302.5_data
17.11	DISL2_B0302.5_data
15.05	DISL2_B0302.5_data
8.09	DISL2_B0302.4_data
9.39	DISL2_B0302.4_data
8.33	DISL2_B0302.4_data
9.21	DISL2_B0302.4_data
16.08	DISL2_B0302.4_data
28.87	DISL2_B0303.11_data
28.06	DISL2_B0303.11_data
28.57	DISL2_B0303.11_data
28.97	DISL2_B0303.11_data
29.5	DISL2_B0303.11_data
4.77	DISL2_B0303.14_data
4.97	DISL2_B0303.14_data
11.54	DISL2_B0303.14_data
5.23	DISL2_B0303.14_data
5.01	DISL2_B0303.14_data
26.11	DISL2_B0303.16_data
25.89	DISL2_B0303.16_data
27.42	DISL2_B0303.16_data
21.4	DISL2_B0303.16_data
23.98	DISL2_B0303.16_data
22.14	DISL2_B0303.4_data
18.71	DISL2_B0303.4_data
16.5	DISL2_B0303.4_data
18.07	DISL2_B0303.4_data
18.57	DISL2_B0303.4_data
21.95	DISL2_B0303.7_data
23.08	DISL2_B0303.7_data
23.55	DISL2_B0303.7_data
23.94	DISL2_B0303.7_data
25.55	DISL2_B0303.7_data
19.26	DISL2_B0304.2_data
17.44	DISL2_B0304.2_data
19.96	DISL2_B0304.2_data
19.33	DISL2_B0304.2_data
18.12	DISL2_B0304.2_data
14.22	DISL2_B0310.1_data
14.6	DISL2_B0310.1_data
14.25	DISL2_B0310.1_data
24.87	DISL2_B0310.1_data
22.4	DISL2_B0310.1_data
12.12	DISL2_B0310.2_data
12.12	DISL2_B0310.2_data
13.15	DISL2_B0310.2_data
12.42	DISL2_B0310.2_data
14.38	DISL2_B0310.2_data
14.38	DISL2_B0304.4_data
14.72	DISL2_B0304.4_data
13.81	DISL2_B0304.4_data
14.57	DISL2_B0304.4_data
13.7	DISL2_B0304.4_data
11.68	DISL2_B0310.6_data
12.15	DISL2_B0310.6_data
12.24	DISL2_B0310.6_data
12.39	DISL2_B0310.6_data
12.27	DISL2_B0310.6_data
7.93	DISL2_B0310.3_data
20.44	DISL2_B0310.3_data
7.62	DISL2_B0310.3_data
7.75	DISL2_B0310.3_data
7.76	DISL2_B0310.3_data
28.34	DISL2_B0334.10_data
26.83	DISL2_B0334.10_data
26.86	DISL2_B0334.10_data
22.52	DISL2_B0334.10_data
24.86	DISL2_B0334.10_data
18.7	DISL2_B0334.13_data
20.99	DISL2_B0334.13_data
18.22	DISL2_B0334.13_data
19.0	DISL2_B0334.13_data
17.6	DISL2_B0334.13_data
12.07	DISL2_B0334.20_data
12.84	DISL2_B0334.20_data
11.58	DISL2_B0334.20_data
12.92	DISL2_B0334.20_data
12.33	DISL2_B0334.20_data
22.13	DISL2_B0334.5_data
22.47	DISL2_B0334.5_data
22.95	DISL2_B0334.5_data
22.55	DISL2_B0334.5_data
21.83	DISL2_B0334.5_data
13.16	DISL2_B0336.12_data
13.51	DISL2_B0336.12_data
14.45	DISL2_B0336.12_data
14.3	DISL2_B0336.12_data
15.59	DISL2_B0336.12_data
10.2	DISL2_B0336.13_data
9.74	DISL2_B0336.13_data
9.63	DISL2_B0336.13_data
11.34	DISL2_B0336.13_data
9.53	DISL2_B0336.13_data
26.97	DISL2_B0348.1_data
23.68	DISL2_B0348.1_data
22.55	DISL2_B0348.1_data
22.09	DISL2_B0348.1_data
25.56	DISL2_B0348.1_data
10.76	DISL2_B0336.7_data
10.35	DISL2_B0336.7_data
10.87	DISL2_B0336.7_data
21.86	DISL2_B0336.7_data
21.08	DISL2_B0336.7_data
22.03	DISL2_B0348.2_data
27.67	DISL2_B0348.2_data
20.84	DISL2_B0348.2_data
21.46	DISL2_B0348.2_data
23.28	DISL2_B0348.2_data
18.07	DISL2_B0348.10_data
18.51	DISL2_B0348.10_data
20.17	DISL2_B0348.10_data
18.14	DISL2_B0348.10_data
19.82	DISL2_B0348.10_data
12.31	DISL2_B0361.11_data
12.93	DISL2_B0361.11_data
12.4	DISL2_B0361.11_data
12.03	DISL2_B0361.11_data
12.06	DISL2_B0361.11_data
2.44	DISL2_B0361.14_data
2.67	DISL2_B0361.14_data
2.63	DISL2_B0361.14_data
2.44	DISL2_B0361.14_data
2.27	DISL2_B0361.14_data
10.35	DISL2_B0353.1_data
11.9	DISL2_B0353.1_data
10.59	DISL2_B0353.1_data
10.72	DISL2_B0353.1_data
10.45	DISL2_B0353.1_data
25.71	DISL2_B0361.3_data
25.48	DISL2_B0361.3_data
28.14	DISL2_B0361.3_data
25.45	DISL2_B0361.3_data
25.67	DISL2_B0361.3_data
12.03	DISL2_B0361.4_data
12.38	DISL2_B0361.4_data
12.67	DISL2_B0361.4_data
22.55	DISL2_B0361.4_data
12.24	DISL2_B0361.4_data
15.7	DISL2_B0361.9_data
16.88	DISL2_B0361.9_data
16.68	DISL2_B0361.9_data
15.97	DISL2_B0361.9_data
16.84	DISL2_B0361.9_data
14.66	DISL2_B0365.9_data
14.32	DISL2_B0365.9_data
14.61	DISL2_B0365.9_data
16.13	DISL2_B0365.9_data
15.52	DISL2_B0365.9_data
22.53	DISL2_B0379.1_data
22.35	DISL2_B0379.1_data
24.05	DISL2_B0379.1_data
23.69	DISL2_B0379.1_data
24.43	DISL2_B0379.1_data
16.63	DISL2_B0379.2_data
17.02	DISL2_B0379.2_data
16.99	DISL2_B0379.2_data
18.81	DISL2_B0379.2_data
16.04	DISL2_B0379.2_data
17.56	DISL2_B0379.7_data
20.25	DISL2_B0379.7_data
18.1	DISL2_B0379.7_data
18.13	DISL2_B0379.7_data
18.13	DISL2_B0379.7_data
28.17	DISL2_B0391.14_data
26.98	DISL2_B0391.14_data
28.04	DISL2_B0391.14_data
26.69	DISL2_B0391.14_data
27.73	DISL2_B0391.14_data
18.77	DISL2_B0379.6_data
21.4	DISL2_B0379.6_data
19.8	DISL2_B0379.6_data
21.0	DISL2_B0379.6_data
21.87	DISL2_B0379.6_data
9.23	DISL2_B0393.4_data
10.27	DISL2_B0393.4_data
10.65	DISL2_B0393.4_data
9.42	DISL2_B0393.4_data
11.33	DISL2_B0393.4_data
20.83	DISL2_B0393.3_data
20.55	DISL2_B0393.3_data
21.98	DISL2_B0393.3_data
28.61	DISL2_B0393.3_data
28.59	DISL2_B0393.3_data
8.6	DISL2_B0393.5_data
