pae_min	sample
22.7	PRG1_B0205.1_data
22.08	PRG1_B0205.1_data
22.74	PRG1_B0205.1_data
18.41	PRG1_B0205.10_data
23.38	PRG1_B0205.10_data
23.3	PRG1_B0205.10_data
18.51	PRG1_B0205.10_data
19.01	PRG1_B0205.10_data
19.67	PRG1_B0205.13_data
18.65	PRG1_B0205.13_data
17.52	PRG1_B0205.13_data
14.6	PRG1_B0205.13_data
17.08	PRG1_B0205.13_data
9.36	PRG1_B0205.14_data
9.37	PRG1_B0205.14_data
9.82	PRG1_B0205.14_data
9.48	PRG1_B0205.14_data
9.32	PRG1_B0205.14_data
25.97	PRG1_B0205.5_data
22.29	PRG1_B0205.5_data
28.65	PRG1_B0205.5_data
22.37	PRG1_B0205.5_data
26.96	PRG1_B0205.5_data
16.48	PRG1_B0205.4_data
17.58	PRG1_B0205.4_data
14.32	PRG1_B0205.4_data
16.61	PRG1_B0205.4_data
16.61	PRG1_B0205.4_data
24.26	PRG1_B0205.8_data
27.17	PRG1_B0205.8_data
19.98	PRG1_B0205.8_data
24.51	PRG1_B0205.8_data
16.14	PRG1_B0205.8_data
20.18	PRG1_B0207.1_data
23.94	PRG1_B0207.1_data
23.57	PRG1_B0207.1_data
24.73	PRG1_B0207.1_data
22.54	PRG1_B0207.1_data
16.63	PRG1_B0205.9_data
16.74	PRG1_B0205.9_data
21.18	PRG1_B0205.9_data
17.26	PRG1_B0205.9_data
17.01	PRG1_B0205.9_data
17.87	PRG1_B0207.11_data
16.18	PRG1_B0207.11_data
20.68	PRG1_B0207.11_data
17.88	PRG1_B0207.11_data
18.62	PRG1_B0207.11_data
21.45	PRG1_B0207.10_data
19.95	PRG1_B0207.10_data
21.38	PRG1_B0207.10_data
21.26	PRG1_B0207.10_data
21.01	PRG1_B0207.10_data
11.98	PRG1_B0207.2_data
14.28	PRG1_B0207.2_data
15.05	PRG1_B0207.2_data
13.87	PRG1_B0207.2_data
13.89	PRG1_B0207.2_data
24.34	PRG1_B0207.6_data
29.36	PRG1_B0207.6_data
26.29	PRG1_B0207.6_data
24.08	PRG1_B0207.6_data
23.65	PRG1_B0207.6_data
17.64	PRG1_B0212.3_data
19.14	PRG1_B0212.3_data
19.67	PRG1_B0212.3_data
23.97	PRG1_B0212.3_data
20.26	PRG1_B0212.3_data
4.33	PRG1_B0207.7_data
4.61	PRG1_B0207.7_data
4.52	PRG1_B0207.7_data
4.37	PRG1_B0207.7_data
4.28	PRG1_B0207.7_data
28.55	PRG1_B0207.9_data
26.16	PRG1_B0207.9_data
24.71	PRG1_B0207.9_data
25.23	PRG1_B0207.9_data
28.04	PRG1_B0207.9_data
23.52	PRG1_B0218.5_data
28.17	PRG1_B0218.5_data
22.89	PRG1_B0218.5_data
21.62	PRG1_B0218.5_data
22.26	PRG1_B0218.5_data
19.26	PRG1_B0218.7_data
17.35	PRG1_B0218.7_data
20.09	PRG1_B0218.7_data
18.68	PRG1_B0218.7_data
19.13	PRG1_B0218.7_data
20.91	PRG1_B0222.11_data
20.28	PRG1_B0222.11_data
20.8	PRG1_B0222.11_data
22.06	PRG1_B0222.11_data
20.35	PRG1_B0222.11_data
28.86	PRG1_B0222.15_data
28.47	PRG1_B0222.15_data
28.27	PRG1_B0222.15_data
28.63	PRG1_B0222.15_data
27.52	PRG1_B0222.15_data
21.02	PRG1_B0222.1_data
22.19	PRG1_B0222.1_data
21.7	PRG1_B0222.1_data
21.97	PRG1_B0222.1_data
21.09	PRG1_B0222.1_data
26.41	PRG1_B0222.5_data
27.76	PRG1_B0222.5_data
23.15	PRG1_B0222.5_data
23.56	PRG1_B0222.5_data
23.49	PRG1_B0222.5_data
28.43	PRG1_B0228.1_data
20.59	PRG1_B0228.1_data
27.14	PRG1_B0228.1_data
23.77	PRG1_B0228.1_data
26.19	PRG1_B0228.1_data
28.37	PRG1_B0228.7_data
29.15	PRG1_B0228.7_data
27.72	PRG1_B0228.7_data
29.32	PRG1_B0228.7_data
28.99	PRG1_B0228.7_data
16.16	PRG1_B0228.6_data
14.92	PRG1_B0228.6_data
12.57	PRG1_B0228.6_data
13.18	PRG1_B0228.6_data
12.85	PRG1_B0228.6_data
15.82	PRG1_B0228.8_data
18.84	PRG1_B0228.8_data
19.28	PRG1_B0228.8_data
15.92	PRG1_B0228.8_data
16.39	PRG1_B0228.8_data
29.24	PRG1_B0228.9_data
28.93	PRG1_B0228.9_data
27.02	PRG1_B0228.9_data
21.29	PRG1_B0228.9_data
27.3	PRG1_B0228.9_data
20.18	PRG1_B0238.15_data
20.88	PRG1_B0238.15_data
20.0	PRG1_B0238.15_data
22.73	PRG1_B0238.15_data
20.16	PRG1_B0238.15_data
16.37	PRG1_B0238.9_data
15.65	PRG1_B0238.9_data
17.56	PRG1_B0238.9_data
15.28	PRG1_B0238.9_data
16.4	PRG1_B0238.9_data
21.41	PRG1_B0244.10_data
20.92	PRG1_B0244.10_data
21.05	PRG1_B0244.10_data
22.6	PRG1_B0244.10_data
21.06	PRG1_B0244.10_data
8.78	PRG1_B0244.15_data
8.91	PRG1_B0244.15_data
8.31	PRG1_B0244.15_data
8.4	PRG1_B0244.15_data
8.85	PRG1_B0244.15_data
21.15	PRG1_B0244.16_data
29.02	PRG1_B0244.16_data
21.68	PRG1_B0244.16_data
20.46	PRG1_B0244.16_data
20.89	PRG1_B0244.16_data
19.53	PRG1_B0244.17_data
20.34	PRG1_B0244.17_data
18.9	PRG1_B0244.17_data
19.49	PRG1_B0244.17_data
18.67	PRG1_B0244.17_data
4.3	PRG1_B0244.5_data
4.21	PRG1_B0244.5_data
4.34	PRG1_B0244.5_data
4.26	PRG1_B0244.5_data
4.23	PRG1_B0244.5_data
4.64	PRG1_B0244.4_data
4.64	PRG1_B0244.4_data
4.81	PRG1_B0244.4_data
4.47	PRG1_B0244.4_data
4.35	PRG1_B0244.4_data
20.49	PRG1_B0244.6_data
22.2	PRG1_B0244.6_data
20.74	PRG1_B0244.6_data
20.93	PRG1_B0244.6_data
20.5	PRG1_B0244.6_data
14.21	PRG1_B0244.9_data
16.98	PRG1_B0244.9_data
15.27	PRG1_B0244.9_data
15.83	PRG1_B0244.9_data
14.56	PRG1_B0244.9_data
20.62	PRG1_B0244.7_data
23.52	PRG1_B0244.7_data
21.22	PRG1_B0244.7_data
20.63	PRG1_B0244.7_data
20.27	PRG1_B0244.7_data
8.99	PRG1_B0250.5_data
7.84	PRG1_B0250.5_data
7.33	PRG1_B0250.5_data
7.83	PRG1_B0250.5_data
7.78	PRG1_B0250.5_data
5.49	PRG1_B0250.18_data
5.64	PRG1_B0250.18_data
5.43	PRG1_B0250.18_data
5.69	PRG1_B0250.18_data
5.31	PRG1_B0250.18_data
21.77	PRG1_B0250.8_data
28.51	PRG1_B0250.8_data
24.82	PRG1_B0250.8_data
28.29	PRG1_B0250.8_data
25.87	PRG1_B0250.8_data
27.16	PRG1_B0252.1_data
27.06	PRG1_B0252.1_data
27.39	PRG1_B0252.1_data
26.89	PRG1_B0252.1_data
26.93	PRG1_B0252.1_data
20.21	PRG1_B0252.11_data
21.05	PRG1_B0252.11_data
21.67	PRG1_B0252.11_data
21.14	PRG1_B0252.11_data
24.04	PRG1_B0252.11_data
23.3	PRG1_B0250.7_data
23.21	PRG1_B0250.7_data
23.14	PRG1_B0250.7_data
21.91	PRG1_B0250.7_data
24.82	PRG1_B0250.7_data
12.95	PRG1_B0252.5_data
12.56	PRG1_B0252.5_data
12.82	PRG1_B0252.5_data
12.37	PRG1_B0252.5_data
12.42	PRG1_B0252.5_data
15.19	PRG1_B0252.3_data
15.3	PRG1_B0252.3_data
16.96	PRG1_B0252.3_data
15.43	PRG1_B0252.3_data
18.82	PRG1_B0252.3_data
25.74	PRG1_B0252.8_data
24.36	PRG1_B0252.8_data
25.79	PRG1_B0252.8_data
26.6	PRG1_B0252.8_data
26.58	PRG1_B0252.8_data
9.12	PRG1_B0261.5_data
8.8	PRG1_B0261.5_data
9.41	PRG1_B0261.5_data
9.38	PRG1_B0261.5_data
8.46	PRG1_B0261.5_data
5.25	PRG1_B0261.7_data
5.31	PRG1_B0261.7_data
5.07	PRG1_B0261.7_data
5.17	PRG1_B0261.7_data
5.12	PRG1_B0261.7_data
26.12	PRG1_B0261.6_data
23.47	PRG1_B0261.6_data
25.83	PRG1_B0261.6_data
24.06	PRG1_B0261.6_data
23.78	PRG1_B0261.6_data
18.91	PRG1_B0261.9_data
17.78	PRG1_B0261.9_data
20.77	PRG1_B0261.9_data
26.93	PRG1_B0261.9_data
24.15	PRG1_B0261.9_data
15.87	PRG1_B0261.8_data
21.01	PRG1_B0261.8_data
14.77	PRG1_B0261.8_data
16.34	PRG1_B0261.8_data
15.14	PRG1_B0261.8_data
29.9	PRG1_B0272.4_data
29.31	PRG1_B0272.4_data
28.61	PRG1_B0272.4_data
28.31	PRG1_B0272.4_data
29.24	PRG1_B0272.4_data
30.62	PRG1_B0272.3_data
30.23	PRG1_B0272.3_data
27.3	PRG1_B0272.3_data
27.1	PRG1_B0272.3_data
26.44	PRG1_B0272.3_data
5.15	PRG1_B0273.115_data
5.04	PRG1_B0273.115_data
5.19	PRG1_B0273.115_data
5.53	PRG1_B0273.115_data
5.15	PRG1_B0273.115_data
27.17	PRG1_B0273.1_data
28.18	PRG1_B0273.1_data
22.4	PRG1_B0273.1_data
24.18	PRG1_B0273.1_data
25.58	PRG1_B0273.1_data
28.28	PRG1_B0280.11_data
23.73	PRG1_B0280.11_data
28.41	PRG1_B0280.11_data
27.28	PRG1_B0280.11_data
23.95	PRG1_B0280.11_data
12.59	PRG1_B0280.2_data
13.13	PRG1_B0280.2_data
13.35	PRG1_B0280.2_data
13.48	PRG1_B0280.2_data
13.03	PRG1_B0280.2_data
22.79	PRG1_B0280.17_data
23.85	PRG1_B0280.17_data
23.73	PRG1_B0280.17_data
24.0	PRG1_B0280.17_data
23.45	PRG1_B0280.17_data
25.97	PRG1_B0280.9_data
17.09	PRG1_B0280.9_data
17.41	PRG1_B0280.9_data
21.63	PRG1_B0280.9_data
17.39	PRG1_B0280.9_data
22.82	PRG1_B0280.7_data
22.1	PRG1_B0280.7_data
24.23	PRG1_B0280.7_data
24.34	PRG1_B0280.7_data
22.99	PRG1_B0280.7_data
27.25	PRG1_B0281.1_data
28.15	PRG1_B0281.1_data
26.72	PRG1_B0281.1_data
27.59	PRG1_B0281.1_data
25.43	PRG1_B0281.1_data
22.57	PRG1_B0281.4_data
19.81	PRG1_B0281.4_data
21.61	PRG1_B0281.4_data
21.53	PRG1_B0281.4_data
15.77	PRG1_B0281.4_data
23.26	PRG1_B0281.3_data
26.62	PRG1_B0281.3_data
21.66	PRG1_B0281.3_data
28.18	PRG1_B0281.3_data
28.6	PRG1_B0281.3_data
18.67	PRG1_B0281.5_data
19.68	PRG1_B0281.5_data
20.09	PRG1_B0281.5_data
25.98	PRG1_B0281.5_data
18.97	PRG1_B0281.5_data
21.36	PRG1_B0281.6_data
27.85	PRG1_B0281.6_data
21.59	PRG1_B0281.6_data
26.58	PRG1_B0281.6_data
22.13	PRG1_B0281.6_data
17.8	PRG1_B0285.3_data
18.25	PRG1_B0285.3_data
19.63	PRG1_B0285.3_data
20.02	PRG1_B0285.3_data
18.51	PRG1_B0285.3_data
24.35	PRG1_B0284.3_data
24.1	PRG1_B0284.3_data
22.21	PRG1_B0284.3_data
26.18	PRG1_B0284.3_data
26.39	PRG1_B0284.3_data
24.42	PRG1_B0285.6_data
26.17	PRG1_B0285.6_data
29.6	PRG1_B0285.6_data
27.59	PRG1_B0285.6_data
24.56	PRG1_B0285.6_data
16.52	PRG1_B0286.1_data
15.88	PRG1_B0286.1_data
16.71	PRG1_B0286.1_data
16.48	PRG1_B0286.1_data
16.64	PRG1_B0286.1_data
26.91	PRG1_B0294.1_data
27.34	PRG1_B0294.1_data
26.38	PRG1_B0294.1_data
25.93	PRG1_B0294.1_data
25.71	PRG1_B0294.1_data
23.85	PRG1_B0302.2_data
20.19	PRG1_B0302.2_data
22.09	PRG1_B0302.2_data
19.97	PRG1_B0302.2_data
16.8	PRG1_B0302.2_data
21.58	PRG1_B0302.4_data
16.9	PRG1_B0302.4_data
21.74	PRG1_B0302.4_data
19.65	PRG1_B0302.4_data
20.45	PRG1_B0302.4_data
27.28	PRG1_B0303.11_data
29.9	PRG1_B0303.11_data
28.72	PRG1_B0303.11_data
30.4	PRG1_B0303.11_data
28.53	PRG1_B0303.11_data
14.25	PRG1_B0294.3_data
18.14	PRG1_B0294.3_data
27.06	PRG1_B0294.3_data
27.61	PRG1_B0294.3_data
28.52	PRG1_B0294.3_data
21.29	PRG1_B0303.14_data
18.48	PRG1_B0303.14_data
25.9	PRG1_B0303.14_data
24.36	PRG1_B0303.14_data
23.99	PRG1_B0303.14_data
24.01	PRG1_B0302.5_data
24.11	PRG1_B0302.5_data
25.19	PRG1_B0302.5_data
26.72	PRG1_B0302.5_data
24.95	PRG1_B0302.5_data
28.7	PRG1_B0303.16_data
23.23	PRG1_B0303.16_data
17.76	PRG1_B0303.16_data
24.74	PRG1_B0303.16_data
22.18	PRG1_B0303.16_data
20.44	PRG1_B0303.4_data
16.76	PRG1_B0303.4_data
20.66	PRG1_B0303.4_data
21.0	PRG1_B0303.4_data
21.87	PRG1_B0303.4_data
16.62	PRG1_B0304.2_data
19.1	PRG1_B0304.2_data
17.79	PRG1_B0304.2_data
18.17	PRG1_B0304.2_data
20.24	PRG1_B0304.2_data
5.65	PRG1_B0303.7_data
5.51	PRG1_B0303.7_data
5.82	PRG1_B0303.7_data
6.31	PRG1_B0303.7_data
5.29	PRG1_B0303.7_data
27.09	PRG1_B0304.4_data
27.98	PRG1_B0304.4_data
21.75	PRG1_B0304.4_data
24.67	PRG1_B0304.4_data
27.91	PRG1_B0304.4_data
11.98	PRG1_B0310.1_data
14.29	PRG1_B0310.1_data
12.26	PRG1_B0310.1_data
11.35	PRG1_B0310.1_data
11.67	PRG1_B0310.1_data
19.64	PRG1_B0310.2_data
22.5	PRG1_B0310.2_data
25.05	PRG1_B0310.2_data
28.24	PRG1_B0310.2_data
19.88	PRG1_B0310.2_data
8.1	PRG1_B0310.3_data
7.72	PRG1_B0310.3_data
8.54	PRG1_B0310.3_data
7.69	PRG1_B0310.3_data
8.38	PRG1_B0310.3_data
9.32	PRG1_B0310.6_data
8.83	PRG1_B0310.6_data
9.51	PRG1_B0310.6_data
9.59	PRG1_B0310.6_data
9.65	PRG1_B0310.6_data
10.65	PRG1_B0334.20_data
11.46	PRG1_B0334.20_data
10.85	PRG1_B0334.20_data
10.9	PRG1_B0334.20_data
10.29	PRG1_B0334.20_data
25.45	PRG1_B0334.10_data
26.43	PRG1_B0334.10_data
26.33	PRG1_B0334.10_data
28.06	PRG1_B0334.10_data
23.95	PRG1_B0334.10_data
27.52	PRG1_B0334.13_data
18.73	PRG1_B0334.13_data
18.16	PRG1_B0334.13_data
19.67	PRG1_B0334.13_data
22.3	PRG1_B0334.13_data
21.84	PRG1_B0334.5_data
29.12	PRG1_B0334.5_data
25.62	PRG1_B0334.5_data
25.37	PRG1_B0334.5_data
25.16	PRG1_B0334.5_data
21.64	PRG1_B0336.12_data
22.62	PRG1_B0336.12_data
22.97	PRG1_B0336.12_data
22.48	PRG1_B0336.12_data
22.26	PRG1_B0336.12_data
20.95	PRG1_B0336.13_data
20.73	PRG1_B0336.13_data
25.73	PRG1_B0336.13_data
26.02	PRG1_B0336.13_data
25.55	PRG1_B0336.13_data
12.89	PRG1_B0336.7_data
12.41	PRG1_B0336.7_data
21.34	PRG1_B0336.7_data
10.95	PRG1_B0336.7_data
12.25	PRG1_B0336.7_data
5.9	PRG1_B0348.1_data
6.71	PRG1_B0348.1_data
7.0	PRG1_B0348.1_data
6.19	PRG1_B0348.1_data
6.75	PRG1_B0348.1_data
16.67	PRG1_B0348.2_data
15.56	PRG1_B0348.2_data
16.11	PRG1_B0348.2_data
15.94	PRG1_B0348.2_data
15.9	PRG1_B0348.2_data
19.37	PRG1_B0348.10_data
20.87	PRG1_B0348.10_data
22.75	PRG1_B0348.10_data
22.73	PRG1_B0348.10_data
20.28	PRG1_B0348.10_data
22.15	PRG1_B0353.1_data
24.25	PRG1_B0353.1_data
23.18	PRG1_B0353.1_data
23.07	PRG1_B0353.1_data
21.93	PRG1_B0353.1_data
18.35	PRG1_B0361.11_data
19.21	PRG1_B0361.11_data
18.57	PRG1_B0361.11_data
19.35	PRG1_B0361.11_data
18.29	PRG1_B0361.11_data
26.89	PRG1_B0361.3_data
27.8	PRG1_B0361.3_data
26.49	PRG1_B0361.3_data
26.55	PRG1_B0361.3_data
26.08	PRG1_B0361.3_data
15.53	PRG1_B0361.14_data
15.66	PRG1_B0361.14_data
15.21	PRG1_B0361.14_data
15.21	PRG1_B0361.14_data
14.05	PRG1_B0361.14_data
13.11	PRG1_B0361.9_data
13.15	PRG1_B0361.9_data
13.42	PRG1_B0361.9_data
13.89	PRG1_B0361.9_data
13.15	PRG1_B0361.9_data
25.93	PRG1_B0361.4_data
26.39	PRG1_B0361.4_data
23.73	PRG1_B0361.4_data
23.92	PRG1_B0361.4_data
26.14	PRG1_B0361.4_data
21.09	PRG1_B0379.1_data
24.37	PRG1_B0379.1_data
19.58	PRG1_B0379.1_data
24.52	PRG1_B0379.1_data
25.7	PRG1_B0379.1_data
17.26	PRG1_B0365.9_data
28.27	PRG1_B0365.9_data
14.74	PRG1_B0365.9_data
22.36	PRG1_B0365.9_data
16.1	PRG1_B0365.9_data
23.56	PRG1_B0379.2_data
26.27	PRG1_B0379.2_data
20.31	PRG1_B0379.2_data
27.21	PRG1_B0379.2_data
25.09	PRG1_B0379.2_data
20.76	PRG1_B0379.6_data
22.04	PRG1_B0379.6_data
20.98	PRG1_B0379.6_data
20.85	PRG1_B0379.6_data
20.83	PRG1_B0379.6_data
23.5	PRG1_B0391.14_data
29.01	PRG1_B0391.14_data
28.21	PRG1_B0391.14_data
27.99	PRG1_B0391.14_data
27.55	PRG1_B0391.14_data
22.96	PRG1_B0379.7_data
20.32	PRG1_B0379.7_data
22.73	PRG1_B0379.7_data
23.71	PRG1_B0379.7_data
22.69	PRG1_B0379.7_data
9.64	PRG1_B0393.3_data
9.99	PRG1_B0393.3_data
26.39	PRG1_B0393.3_data
10.38	PRG1_B0393.3_data
11.93	PRG1_B0393.3_data
25.61	PRG1_B0393.5_data
25.5	PRG1_B0393.5_data
25.03	PRG1_B0393.5_data
26.05	PRG1_B0393.5_data
23.42	PRG1_B0393.5_data
16.12	PRG1_B0393.4_data
