pae_min	sample
30.82	hcp1_R06F6.5b_data
30.03	hcp1_R06F6.5b_data
30.14	hcp1_R06F6.5b_data
30.93	hcp1_R06F6.5b_data
31.13	hcp1_R06F6.5a_data
29.17	hcp1_R06F6.5a_data
28.39	hcp1_R06F6.5a_data
29.95	hcp1_R06F6.5a_data
30.14	hcp1_R06F6.5a_data
24.57	hcp1_T01G9.4_data
19.6	hcp1_T01G9.4_data
23.55	hcp1_T01G9.4_data
30.31	hcp1_T01G9.4_data
29.58	hcp1_T01G9.4_data
29.74	hcp1_T19B4.2_data
29.72	hcp1_T19B4.2_data
29.66	hcp1_T19B4.2_data
29.46	hcp1_T19B4.2_data
28.99	hcp1_T19B4.2_data
27.99	hcp1_Y17G9B.1_data
27.53	hcp1_Y17G9B.1_data
23.33	hcp1_Y17G9B.1_data
21.59	hcp1_Y17G9B.1_data
23.58	hcp1_Y17G9B.1_data
29.79	hcp1_Y37D8A.17b_data
30.68	hcp1_Y37D8A.17b_data
29.27	hcp1_Y37D8A.17b_data
30.19	hcp1_Y37D8A.17b_data
31.21	hcp1_Y37D8A.17b_data
31.32	hcp1_Y37D8A.17a_data
31.3	hcp1_Y37D8A.17a_data
31.24	hcp1_Y37D8A.17a_data
31.42	hcp1_Y37D8A.17a_data
30.64	hcp1_Y37D8A.17a_data
31.26	hcp1_Y37D8A.17c_data
31.33	hcp1_Y37D8A.17c_data
31.28	hcp1_Y37D8A.17c_data
31.26	hcp1_Y37D8A.17c_data
22.75	hcp1_Y37D8A.17c_data
31.32	hcp1_Y37D8A.17d_data
27.23	hcp1_Y37D8A.17d_data
26.91	hcp1_Y37D8A.17d_data
23.55	hcp1_Y37D8A.17d_data
27.71	hcp1_Y37D8A.17d_data
22.97	hcp1_Y37E3.15c_data
26.96	hcp1_Y37E3.15c_data
22.97	hcp1_Y37E3.15c_data
31.15	hcp1_Y37E3.15c_data
24.59	hcp1_Y37E3.15c_data
30.48	hcp1_Y41D4B.19a_data
17.28	hcp1_Y41D4B.19a_data
18.7	hcp1_Y41D4B.19a_data
30.93	hcp1_Y41D4B.19a_data
30.58	hcp1_Y41D4B.19a_data
18.15	hcp1_Y37E3.15a_data
17.91	hcp1_Y37E3.15a_data
19.81	hcp1_Y37E3.15a_data
24.09	hcp1_Y37E3.15a_data
22.64	hcp1_Y37E3.15a_data
28.65	hcp1_Y41D4B.19b_data
31.18	hcp1_Y41D4B.19b_data
28.9	hcp1_Y41D4B.19b_data
30.01	hcp1_Y41D4B.19b_data
31.08	hcp1_Y41D4B.19b_data
30.65	hcp1_Y41D4B.19c_data
31.18	hcp1_Y41D4B.19c_data
30.17	hcp1_Y41D4B.19c_data
31.37	hcp1_Y41D4B.19c_data
31.16	hcp1_Y41D4B.19c_data
30.84	hcp1_Y54E5A.4_data
29.9	hcp1_Y54E5A.4_data
29.14	hcp1_Y54E5A.4_data
30.14	hcp1_Y54E5A.4_data
30.34	hcp1_Y54E5A.4_data
30.66	hcp1_Y77E11A.13a_data
28.21	hcp1_Y77E11A.13a_data
29.52	hcp1_Y77E11A.13a_data
29.97	hcp1_Y77E11A.13a_data
29.53	hcp1_Y77E11A.13a_data
30.35	hcp1_Y43F4B.4_data
31.16	hcp1_Y43F4B.4_data
31.43	hcp1_Y43F4B.4_data
31.22	hcp1_Y43F4B.4_data
31.28	hcp1_Y43F4B.4_data
30.64	hcp1_Y56A3A.17_data
30.5	hcp1_Y56A3A.17_data
29.4	hcp1_Y56A3A.17_data
29.86	hcp1_Y56A3A.17_data
29.91	hcp1_Y56A3A.17_data
25.52	hcp1_ZK177.4_data
28.27	hcp1_ZK177.4_data
26.61	hcp1_ZK177.4_data
28.99	hcp1_ZK177.4_data
27.6	hcp1_ZK177.4_data
30.07	hcp1_Y77E11A.13b_data
31.11	hcp1_Y77E11A.13b_data
31.14	hcp1_Y77E11A.13b_data
31.24	hcp1_Y77E11A.13b_data
31.32	hcp1_Y77E11A.13b_data
31.03	hcp1_ZK328.5a_data
31.07	hcp1_ZK328.5a_data
30.83	hcp1_ZK328.5a_data
31.05	hcp1_ZK328.5a_data
30.87	hcp1_ZK328.5a_data
30.83	hcp1_ZK328.5c_data
30.8	hcp1_ZK328.5c_data
30.92	hcp1_ZK328.5c_data
30.9	hcp1_ZK328.5c_data
31.28	hcp1_ZK328.5c_data
